orthogroup_id,rep_seq_id
OG0006987,Bv5-3A_35760
OG0007011,CFBP4642_18240
OG0007023,CFBP498_21690
OG0007024,CFBP498_26390
OG0007025,CFBP498_49000
OG0007026,CFBP5825R_17610
OG0007027,CFBP6164_22430
OG0007030,CFBP6827_20580
OG0007031,CFBP7111_07590
OG0007074,CFBP8700_39840
OG0007099,FIJ080_03140
OG0007100,FIJ080_03190
OG0007101,FIJ080_03210
OG0007106,FIJ080_15380
OG0007110,FIJ080_15580
OG0007111,FIJ080_23530
OG0007112,FIJ080_29460
OG0007113,FIJ080_29530
OG0007114,FIJ080_29560
OG0007115,FOR_F20_09380
OG0007116,FOR_F20_29260
OG0007131,NCPPB1061_31950
OG0007132,NCPPB1128_36520
OG0007133,NCPPB2057_04150
OG0007134,NCPPB2970_24210
OG0007136,PXO99A_01290
OG0007140,01_18420
OG0007142,01_18720
OG0007155,17_38970
OG0007162,2955_31590
OG0007163,2955_31600
OG0007165,2957_19530
OG0007166,2974_00070
OG0007167,2974_36670
OG0007170,3046_35990
OG0007174,3058_34940
OG0007178,3075_40730
OG0007183,3307_23940
OG0007184,3307_23950
OG0007197,3376_22680
OG0007218,A2111_39810
OG0007219,A7_12830
OG0007220,A7_29760
OG0007240,BB151-3_22410
OG0007295,CFBP2524_42690
OG0007296,CFBP2527R_14440
OG0007303,CFBP3123_34020
OG0007304,CFBP3123_35750
OG0007305,CFBP3836_31840
OG0007323,CFBP4691_26950
OG0007352,CFBP7111_47910
OG0007354,CFBP7112_22570
OG0007362,CFBP7410_12200
OG0007365,CFBP7634_14130
OG0007382,CFBP8151_25880
OG0007385,CFBP8304_19460
OG0007386,CFBP8304_36310
OG0007391,CFBP8700_09560
OG0007428,DE0062_54120
OG0007439,FIJ080_03270
OG0007440,FIJ080_07040
OG0007446,FOR_F23_00440
OG0007480,NL_P121_40090
OG0007512,3058_35100
OG0007513,3058_35110
OG0007514,3058_35120
OG0007516,3058_35140
OG0007518,3058_35180
OG0007545,85-10_44850
OG0007546,8590_03950
OG0007547,8590_04000
OG0007564,AR81009_06140
OG0007571,ATCC23378_19350
OG0007575,ATCC23378_27970
OG0007577,ATCC23378_29620
OG0007578,ATCC23378_29700
OG0007628,BRIP62412_25290
OG0007630,BRIP62416_31710
OG0007634,Bagalkot_00970
OG0007635,Bagalkot_01130
OG0007640,Bagalkot_01560
OG0007641,Bagalkot_01580
OG0007657,CFBP1022_00290
OG0007664,CFBP1156_16390
OG0007679,CFBP1976_40720
OG0007732,CFBP498_33850
OG0007733,CFBP498_42340
OG0007805,CFBP8700_26550
OG0007828,DE0062_01580
OG0007829,DE0062_01950
OG0007856,DE0062_24210
OG0007860,DE0062_27980
OG0007877,DE0062_52190
OG0007892,FDC1637_02920
OG0007903,FPH2013-1_08650
OG0008018,2955_30320
OG0008024,3058_11110
OG0008037,3140_31190
OG0008041,3338_02210
OG0008064,85-10_23470
OG0008068,85-10_44950
OG0008079,A7_21630
OG0008080,A7_42900
OG0008081,AR81009_16690
OG0008085,AR81009_22040
OG0008118,AmX2_16190
OG0008152,BB151-3_19770
OG0008231,CFBP1156_02520
OG0008240,CFBP1156_39220
OG0008241,CFBP1156_39260
OG0008242,CFBP1156_42230
OG0008282,CFBP4691_00130
OG0008283,CFBP4691_01270
OG0008301,CFBP4925_06660
OG0008305,CFBP4925_19980
OG0008306,CFBP4925_20090
OG0008307,CFBP4925_20230
OG0008308,CFBP4925_20270
OG0008333,CFBP4925_21140
OG0008341,CFBP498_37650
OG0008371,CFBP7111_10930
OG0008372,CFBP7111_10940
OG0008375,CFBP7112_08780
OG0008376,CFBP7112_22630
OG0008380,CFBP7113_36750
OG0008381,CFBP7119_16560
OG0008388,CFBP7319_01960
OG0008389,CFBP7319_04290
OG0008401,CFBP7408_23170
OG0008409,CFBP7614_30490
OG0008410,CFBP7614_40330
OG0008419,CFBP7653_40610
OG0008423,CFBP7681_39890
OG0008426,CFBP7681_39950
OG0008433,CFBP8139_39170
OG0008441,CFBP8355_21940
OG0008509,DE0062_01000
OG0008602,DE0062_38350
OG0008668,FIJ080_12560
OG0008669,FOR_F20_28850
OG0008683,FPH2013-1_32530
OG0008686,GPE39_00440
OG0008725,LMG12462_31790
OG0008726,LMG19146_38570
OG0008759,LW16_03890
OG0008764,MEDV_A37_37570
OG0008768,MEDV_P39_04220
OG0008805,NCPPB1067_29590
OG0008834,NCPPB2983_06670
