orthogroup_id,rep_seq_id
OG0005198,3307_03320
OG0005199,3307_05230
OG0005203,3307_35970
OG0005233,01_27250
OG0005244,3058_02080
OG0005246,3058_25670
OG0005247,3058_41650
OG0005249,3307_09160
OG0005267,B99_02730
OG0005282,01_29740
OG0005292,2955_11180
OG0005295,3058_01660
OG0005296,3058_34710
OG0005298,3307_06820
OG0005316,CFBP4925_20930
OG0005336,2974_10970
OG0005337,3046_00780
OG0005341,3058_34690
OG0005344,3075_10830
OG0005359,A1809_00300
OG0005386,01_22820
OG0005391,17_05480
OG0005395,17_39160
OG0005406,3046_03600
OG0005416,84A_03610
OG0005417,85-10_24980
OG0005419,A2111_06780
OG0005478,AmX2_04760
OG0005479,AmX2_22820
OG0005480,AmX2_41430
OG0005484,BP5178_30110
OG0005488,CCUG18839_44230
OG0005497,CFBP4691_13550
OG0005554,BRIP62412_08070
OG0005558,BRIP62412_08210
OG0005571,CFBP1976_05290
OG0005589,18048_02640
OG0005590,18048_02650
OG0005591,18048_02830
OG0005610,71_09880
OG0005613,85-10_23350
OG0005616,8590_28580
OG0005654,17_08520
OG0005672,3640_05270
OG0005674,71_00960
OG0005675,71_26650
OG0005677,85-10_34500
OG0005685,A2111_06850
OG0005686,A2111_17810
OG0005704,AmX2_32490
OG0005705,AmX2_37540
OG0005736,D-109_12020
OG0005737,D-109_12030
OG0005739,D-109_12060
OG0005747,01_14030
OG0005755,17_12680
OG0005756,17_22260
OG0005831,CFBP1156_41780
OG0005833,CFBP2528_09690
OG0005835,CFBP6369_34050
OG0005857,2955_11220
OG0005914,BRIP62418_21280
OG0005915,BRIP62418_21430
OG0005916,BRIP62418_21570
OG0005917,BRIP62418_21680
OG0005918,BRIP62418_21750
OG0005919,BRIP62418_21970
OG0005920,BRIP62418_22200
OG0005922,CFBP1156_03370
OG0005926,CFBP1156_26930
OG0005927,CFBP1156_41790
OG0005930,CFBP3122_20600
OG0005941,CFBP7634_34820
OG0005960,18048_02350
OG0005997,85-10_23210
OG0006002,85-10_47180
OG0006078,CFBP4691_38660
OG0006079,CFBP6369_10180
OG0006081,CFBP6988_24800
OG0006084,CFBP7700_17730
OG0006106,17_38640
OG0006111,3058_00020
OG0006112,3058_02180
OG0006162,AR81009_24410
OG0006164,ATCC23378_10840
OG0006166,AmX2_14020
OG0006168,AmX2_22800
OG0006169,AmX2_29190
OG0006181,BP5178_16850
OG0006183,BP5178_26820
OG0006207,BRIP62418_21530
OG0006209,BRIP62418_21840
OG0006244,CFBP1156_23300
OG0006248,CFBP1817_31080
OG0006250,CFBP1976_40770
OG0006254,CFBP4642_01390
OG0006255,CFBP4642_05480
OG0006262,CFBP4925_20700
OG0006353,85-10_47400
OG0006354,8590_06060
OG0006385,BP5178_31870
